subregion,country,region,period.num,period,industry,site.id,site,unit,site.unit,BP.cal.median,lithics.total,debris,cores,retouched,retouch.freq,backed,backed.freq,bonetools,bonetool.freq,portability,NISP,large.herbivore,small.herbivore,carnivore,lg.herbivore.index,elevation,distcoast.modern,distcoast.contemp,longitude,latitude,macro.retouch.freq
N Central,France,Languedoc,2,Late Pleniglacial,Middle Magdalenian,3,Abeurador,10,Abeurador 10,17940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1863,110.13,127.32,1.6500,42.5833,NA
N Central,France,Languedoc,4,Holocene,Montclusien,3,Abeurador,5,Abeurador 5,9848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1863,110.13,115.13,1.6500,42.5833,NA
N Central,France,Languedoc,4,Holocene,Sauveterrien,3,Abeurador,7,Abeurador 7,9848,NA,NA,NA,173,NA,79,NA,NA,NA,NA,0,0,0,0,NA,1863,110.13,115.13,1.6500,42.5833,NA
N Central,France,Languedoc,3,End Glacial,Azilien,3,Abeurador,8,Abeurador 8,12242,NA,NA,NA,167,NA,95,NA,NA,NA,NA,0,0,0,0,NA,1863,110.13,121.50,1.6500,42.5833,NA
Southwest,Spain,Southwest,3,Late Pleniglacial,Epipaleolithic,122,Algarrobo,2-3,Algarrobo 2-3,NA,2823,NA,NA,152,0.054,53,0.019,4,0.001,0.375,NA,NA,NA,NA,NA,314,7.73,10.08,-1.2875,37.6375,0.035
Southwest,Spain,S&E Spain,1,LGM,Solutrean,73,Ambrosio,IV,Ambrosio IV,25788,9390,NA,NA,504,0.054,132,0.014,34,0.004,0.329,316,305,2110,11,0.126,969,64.14,68.89,-2.0991,37.8222,0.040
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M1,Arene Candide M1,11577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,502,59,127,0.895,103,0.38,1.49,8.3264,44.1618,NA
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M2,Arene Candide M2,12746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,1280,84,128,0.938,103,0.38,1.49,8.3264,44.1618,NA
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M3,Arene Candide M3,13624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1623,1095,100,72,0.916,103,0.38,1.49,8.3264,44.1618,NA
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M4,Arene Candide M4,13624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,594,38,41,0.940,103,0.38,1.49,8.3264,44.1618,NA
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M5,Arene Candide M5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451,655,110,72,0.856,103,0.38,1.49,8.3264,44.1618,NA
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P1,Arene Candide P1,20323,61,40,0,21,0.344,9,0.148,NA,NA,NA,160,48,45,25,0.516,103,0.38,1.85,8.3264,44.1618,0.197
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P10,Arene Candide P10,NA,21,15,0,6,0.286,1,0.048,NA,NA,NA,131,39,7,26,0.848,103,0.38,1.85,8.3264,44.1618,0.238
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P11,Arene Candide P11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,14,1,31,0.933,103,0.38,1.85,8.3264,44.1618,NA
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P12,Arene Candide P12,27676,5,3,0,2,0.400,0,0.000,NA,NA,NA,91,13,1,9,0.929,103,0.38,1.85,8.3264,44.1618,0.400
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P2,Arene Candide P2,NA,72,47,0,25,0.347,11,0.153,NA,NA,NA,102,39,28,13,0.582,103,0.38,1.85,8.3264,44.1618,0.194
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P3,Arene Candide P3,22868,69,54,0,15,0.217,8,0.116,NA,NA,NA,156,86,28,12,0.754,103,0.38,1.85,8.3264,44.1618,0.101
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P4,Arene Candide P4,22740,523,439,0,84,0.161,56,0.107,NA,NA,NA,465,218,62,41,0.779,103,0.38,1.85,8.3264,44.1618,0.054
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P5,Arene Candide P5,NA,306,258,1,47,0.154,19,0.062,NA,NA,NA,424,187,26,24,0.878,103,0.38,1.85,8.3264,44.1618,0.092
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P6,Arene Candide P6,NA,138,91,0,47,0.341,24,0.174,NA,NA,NA,104,43,23,22,0.652,103,0.38,1.85,8.3264,44.1618,0.167
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P7,Arene Candide P7,23346,2113,1626,3,484,0.229,230,0.109,NA,NA,NA,399,189,50,116,0.791,103,0.38,1.85,8.3264,44.1618,0.120
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P8,Arene Candide P8,23580,101,80,0,21,0.208,14,0.139,NA,NA,NA,103,42,10,17,0.808,103,0.38,1.85,8.3264,44.1618,0.069
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P9,Arene Candide P9,24638,73,50,1,22,0.301,9,0.123,NA,NA,NA,359,56,39,146,0.589,103,0.38,1.85,8.3264,44.1618,0.178
Northeast,Italy,NE Italy,4,Holocene,Mesolithic,108,Azzurra di Samatorza,Excavation 1982,Azzurra di Samatorze 1982,NA,16242,13720,380,2132,0.131,95,0.006,NA,NA,NA,NA,NA,NA,NA,NA,257,4.30,5.03,13.7171,45.7604,NA
Southwest,Spain,S&E Spain,1,LGM,Final Solutrean,123,Bajondillo ,Bj 6-6-7-8,Bajondillo  6-7-8,NA,1420,813,17,68,0.048,12,0.008,NA,NA,NA,NA,NA,NA,NA,NA,156,1.13,4.51,-3.8451,36.7623,0.039
Southwest,Spain,S&E Spain,1,LGM,Gravettian,123,Bajondillo 10,Bj 10,Bajondillo 10,NA,774,483,1,30,0.039,8,0.010,NA,NA,NA,NA,NA,NA,NA,NA,156,1.13,4.51,-3.8451,36.7623,0.028
N Central,Spain,NE Spain,3,End Glacial,Microbladelet Epipaleolithic,69,Balma del Gai,,Balma del Gai,11942,5545,NA,NA,343,0.062,165,0.030,NA,NA,NA,NA,NA,NA,NA,NA,802,43.09,47.75,2.0947,41.8299,0.032
N Central,Andorra,Andorra,3,End Glacial,Azilian,1,Balma Margineda,10,Balma Margineda 10,13726,781,738,NA,43,0.055,22,0.028,NA,NA,NA,NA,NA,NA,NA,NA,924,126.42,133.42,1.4921,42.4650,0.027
N Central,Andorra,Andorra,3,End Glacial,NA,1,Balma Margineda,5/6,Balma Margineda 5/6,10056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,1324,0,12,1.000,924,126.42,133.42,1.4921,42.4650,NA
N Central,Andorra,Andorra,3,End Glacial,Sauveterien,1,Balma Margineda,6,Balma Margineda 6,10446,7217,6741,NA,476,0.066,406,0.056,NA,NA,NA,239,236,0,3,1.000,924,126.42,133.42,1.4921,42.4650,NA
N Central,Andorra,Andorra,3,End Glacial,Azilian,1,Balma Margineda,7,Balma Margineda 7,12508,3386,3092,NA,294,0.087,114,0.034,NA,NA,NA,1203,1196,0,7,1.000,924,126.42,133.42,1.4921,42.4650,0.053
N Central,Andorra,Andorra,3,End Glacial,Azilian,1,Balma Margineda,8,Balma Margineda 8,13148,5315,4881,NA,434,0.082,238,0.045,7,0.001,0.565,295,295,0,0,1.000,924,126.42,133.42,1.4921,42.4650,0.037
N Central,Andorra,Andorra,3,End Glacial,Azilian,1,Balma Margineda,9,Balma Margineda 9,13392,80,66,NA,14,0.175,6,0.075,NA,NA,NA,1486,1485,0,1,1.000,924,126.42,133.42,1.4921,42.4650,0.100
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic,76,Benamer,Excavación 2009,Benamer Excavación 2009,8290,10425,277,NA,437,0.042,107,0.010,0,0.000,0.011,96,92,4,0,0.958,354,31.56,34.01,-0.4114,38.7852,0.032
Southwest,Spain,S&E Spain,1,LGM,Solutrean,75,Beneito,B1-5,Beneito B1-5,20104,5000,NA,NA,226,0.045,128,0.026,13,0.003,0.624,2894,411,2459,23,0.143,580,34.41,56.43,-0.4660,38.7981,0.020
N Central,France,Languedoc,3,End Glacial,Azilian,12,Bize,4,Bize 4,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,212,26.77,45.59,2.8833,43.3167,NA
N Central,France,Languedoc,2,Late Pleniglacial,Magdalenian/Badegoulian,12,Bize,5,Bize 5,NA,404,121,11,283,0.700,3,0.007,21,0.052,0.085,NA,NA,NA,NA,NA,212,26.77,57.52,2.8833,43.3167,0.693
N Central,France,Languedoc,1,LGM,Solutrean,12,Bize,6,Bize 6,NA,445,324,11,121,0.272,14,0.031,29,0.065,0.355,NA,NA,NA,NA,NA,212,26.77,78.76,2.8833,43.3167,0.240
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,80,Blaus,V,Blaus V,NA,5874,NA,NA,1144,0.195,166,0.028,69,0.012,0.205,NA,NA,NA,NA,NA,102,7.53,30.40,-0.2016,39.8415,0.166
N Central,France,Languedoc,1,LGM,Middle Magdalenian,14,Bois des Brousses,1A,Bois des Brousses 1A,19112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,5,9,1,0.357,66,30.78,85.85,3.5833,43.6833,NA
N Central,France,Languedoc,1,LGM,Middle Magdalenian,14,Bois des Brousses,2B,Bois des Brousses 2B,19347,907,838,0,69,0.076,49,0.054,5,0.006,0.783,1230,3,16,1,0.158,66,30.78,85.85,3.5833,43.6833,0.022
N Central,Spain,NE Spain,4,Holocene,Mesolithic,85,Botiqueria de los Moros,"level 2, phase A","Botiqueria de los Moros level 2, phase A",8392,5805,2007,NA,292,0.050,106,0.018,NA,NA,NA,81,4,3,0,0.571,261,54.15,56.09,0.1886,41.1003,0.032
N Central,Spain,NE Spain,4,Holocene,Mesolithic,85,Botiqueria de los Moros,"level 4, phase B","Botiqueria de los Moros level 4, phase B",7699,1520,496,NA,106,0.070,39,0.026,NA,NA,NA,98,3,6,0,0.333,261,54.15,56.09,0.1886,41.1003,0.044
Southwest,Spain,Southwest,3,End Glacial,Epipaleolithic,124,Caballo,4-2,Caballo 4-2,12426,421,NA,NA,66,0.157,12,0.029,3 ,0.007,0.227,816,217,473,1,0.314,136,0.55,1.13,-1.1667,37.5500,0.128
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),86,Cabriolini,,Cabriolini,NA,331,148,1,14,0.042,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,685,43.32,43.87,9.6838,44.6114,NA
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,1d,Cala 1d,NA,634,539,7,88,0.139,42,0.066,NA,NA,NA,NA,151,5,2,0.968,14,0.03,3.66,15.3811,40.0006,0.073
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,1m,Cala 1m,30373,888,730,6,152,0.171,96,0.108,NA,NA,NA,NA,232,14,0,0.943,14,0.03,3.66,15.3811,40.0006,0.063
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,2,Cala 2,NA,1412,1183,14,215,0.152,124,0.088,NA,NA,NA,NA,367,6,2,0.984,14,0.03,3.66,15.3811,40.0006,0.064
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,3d,Cala 3d,30770,457,399,8,50,0.109,13,0.028,NA,NA,NA,NA,551,1,7,0.998,14,0.03,3.66,15.3811,40.0006,0.081
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,3dm,Cala 3dm,NA,367,307,6,54,0.147,15,0.041,NA,NA,NA,NA,NA,NA,NA,NA,14,0.03,3.66,15.3811,40.0006,0.106
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,3m,Cala 3m,NA,307,253,3,51,0.166,10,0.033,NA,NA,NA,NA,147,2,1,0.987,14,0.03,3.66,15.3811,40.0006,0.134
N Central,Spain,NE Spain,3,End Glacial,Microbladelet Epipaleolithic,67,Can Sadurní,,Can Sadurní,12398,2567,NA,NA,295,0.115,80,0.031,NA,NA,NA,NA,NA,NA,NA,NA,20,0.64,6.61,1.6976,41.2128,0.084
N Central,France,Languedoc,2,Late Pleniglacial,Middle Magdalenian,4,Canecaude II,2,Canecaude II 2,17240,5192,4805,53,387,0.075,208,0.040,144,0.028,0.910,6093,5799,131,163,0.978,203,101.77,133.85,1.8300,43.3500,0.034
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,6,Cauna Belvis,1,Cauna Belvis 1,NA,347,258,2,89,0.256,57,0.164,2,0.006,0.663,114,106,5,3,0.955,966,70.97,95.91,2.0833,42.8500,0.092
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,6,Cauna Belvis,2,Cauna Belvis 2,14410,1174,970,5,204,0.174,145,0.124,10,0.009,0.760,381,364,14,3,0.963,966,70.97,95.91,2.0833,42.8500,0.050
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,6,Cauna Belvis,3,Cauna Belvis 3,15648,3480,3016,16,464,0.133,343,0.099,43,0.012,0.832,795,730,52,13,0.934,966,70.97,95.91,2.0833,42.8500,0.035
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,6,Cauna Belvis,4,Cauna Belvis 4,14512,318,225,0,93,0.292,68,0.214,6,0.019,0.796,104,91,12,1,0.883,966,70.97,95.91,2.0833,42.8500,0.079
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),87,Cave Safra,,Cave Safra,NA,229,164,21,28,0.122,1,NA,NA,0.000,NA,NA,NA,NA,NA,NA,57,65.55,76.08,11.4588,44.4479,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,81,Cendres,sondeo,Cendres sondeo,16739,2500,3997,NA,405,0.162,287,0.115,28,0.011,0.778,5349,1032,4265,47,0.195,63,0.16,15.27,0.1522,38.6859,0.047
Southwest,Spain,S&E Spain,1,LGM,Solutrean,81,Cendres,sondeo y sector,Cendres sondeo y sector,22885,2194,3373,NA,367,0.167,34,0.015,19,0.009,0.144,7902,NA,6975,NA,NA,63,0.16,19.75,0.1522,38.6859,0.152
N Central,France,Provence,4,Holocene,Mesolithic,32,Charasse 2,4-3,Charasse 2 4-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,1,1.000,289,87.50,92.65,5.1380,44.2176,NA
N Central,France,Provence,4,Holocene,Mesolithic,40,Châteauneuf-les-Martigues,8-7,Châteauneuf-les-Martigues 8-7,8306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3555,77,NA,3,NA,48,2.16,3.77,5.4000,43.3000,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,16,Chazelles,,Chazelles,10770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7926,5,215,3,0.020,171,84.54,104.23,4.2180,44.3160,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,30,Chinchon 1,10-9,Chinchon 1 10-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,0,0,1.000,155,56.08,66.79,5.1000,43.9300,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,30,Chinchon 1,12-11,Chinchon 1 12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,7,3,1,0.700,155,56.08,71.94,5.1000,43.9300,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,30,Chinchon 1,13,Chinchon 1 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,0,1,1.000,155,56.08,71.94,5.1000,43.9300,NA
N Central,France,Provence,2,Late Pleniglacial,Tardigravettian,30,Chinchon 1,16-15,Chinchon 1 16-15,14314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,13,4,1,0.765,155,56.08,71.94,5.1000,43.9300,NA
N Central,France,Provence,2,Late Pleniglacial,Tardigravettian,30,Chinchon 1,17,Chinchon 1 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,4,2,0,0.667,155,56.08,71.94,5.1000,43.9300,NA
N Central,France,Provence,2,Late Pleniglacial,Tardigravettian,30,Chinchon 1,18,Chinchon 1 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,2,5,0,0.286,155,56.08,71.94,5.1000,43.9300,NA
N Central,France,Provence,4,Holocene,Mesolithic,31,Chinchon 2,,Chinchon 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,7,7,1,0.500,155,56.08,60.67,5.1000,43.9300,NA
Southwest,Spain,NE Spain,3,End Glacial,Magdalenian,57,Cingle de L´Aigua,Excavación Román 2010,Cingle de L´Aigua Excavación Román 2010,12384,2898,2714,NA,419,0.145,163,0.056,0,0.000,0.389,NA,NA,NA,NA,NA,735,26.58,68.55,0.1645,40.5414,0.088
N Central,Spain,NE Spain,3,End Glacial,Microbladelet Epipaleolithic,58,Clot de l'Hospital,,Clot de l'Hospital,11604,470,NA,NA,116,0.247,13,0.028,0,0.000,0.112,NA,NA,NA,NA,NA,13,17.04,31.14,0.5009,40.8199,0.219
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,46,Clusantin,4,Clusantin 4,15684,1853,1444,12,397,0.214,NA,NA,NA,NA,NA,27160,44,471,4,0.085,655,59.92,150.92,12.9422,46.2941,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,18,Colombier II,A-B,Colombier II A-B,12884,685,415,4,270,0.394,215,0.314,NA,NA,NA,70,18,1,0,0.947,227,90.99,110.68,4.3973,44.3485,0.080
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,18,Colombier II,C,Colombier II C,13062,427,358,11,69,0.162,32,0.075,NA,NA,NA,1649,12,NA,0,NA,227,90.99,110.68,4.3973,44.3485,0.087
N Central,France,Languedoc,2,Late Pleniglacial,Upper Magdalenian/ Upper Salpetrian,18,Colombier II,D,Colombier II D,15903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,4,NA,0,NA,227,90.99,121.13,4.3973,44.3485,NA
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,21,Colombier,UP I,Colombier UP I,15903,3206,2813,19,393,0.123,238,0.074,10,0.003,0.631,NA,NA,NA,NA,NA,283,89.86,118.32,4.4999,44.3124,0.048
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,21,Colombier,UP II,Colombier UP II,NA,568,468,13,100,0.176,35,0.062,2,0.004,0.370,NA,NA,NA,NA,NA,283,89.86,118.32,4.4999,44.3124,0.114
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,21,Colombier,UP IV,Colombier UP IV,NA,614,516,3,98,0.160,59,0.096,NA,NA,NA,NA,NA,NA,NA,NA,283,89.86,118.32,4.4999,44.3124,0.064
N Central,France,Languedoc,2,Late Pleniglacial,Upper Final Magdalenian,21,Colombier,UP VI,Colombier UP VI,14302,1678,1214,29,464,0.277,196,0.117,NA,NA,NA,NA,NA,NA,NA,NA,283,89.86,118.32,4.4999,44.3124,0.160
N Central,France,Provence,3,End Glacial,Epipaleolithic,35,Combe-Buisson,4-3,Combe-Buisson 4-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,NA,2,NA,552,47.68,51.96,5.2600,43.8100,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,36,Combette,2,Combette 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,1,0,0.667,299,47.97,59.83,5.3358,43.7935,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,36,Combette,3,Combette 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,2,0,0.500,299,47.97,59.83,5.3358,43.7935,NA
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),88,Corni Piccoli,,Corni Piccoli,NA,183,158,3,10,0.055,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,1376,39.77,43.38,10.4423,44.2770,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,10 inf.,Cornille 10 inf.,12136,NA,NA,NA,661,NA,340,NA,NA,NA,NA,43,40,0,0,1.000,33,12.54,23.65,4.9600,43.5449,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,10 sup.,Cornille 10 sup.,12491,NA,NA,NA,612,NA,285,NA,NA,NA,NA,33,31,0,0,1.000,33,12.54,23.65,4.9600,43.5449,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,11,Cornille 11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,1.000,33,12.54,23.65,4.9600,43.5449,NA
N Central,France,Provence,3,End Glacial,Upper Magdalenian,27,Cornille,12,Cornille 12,12714,1544,1395,30,126,0.082,41,0.027,NA,NA,NA,19,5,NA,0,NA,33,12.54,23.65,4.9600,43.5449,0.055
N Central,France,Provence,4,Holocene,Mesolithic,27,Cornille,6,Cornille 6,7876,NA,NA,NA,350,NA,111,NA,NA,NA,NA,67,67,0,0,1.000,33,12.54,16.68,4.9600,43.5449,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,9,Cornille 9,11796,NA,NA,NA,337,NA,197,NA,NA,NA,NA,19,19,0,0,1.000,33,12.54,23.65,4.9600,43.5449,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Final Magdalenian,25,Deux Avens,,Deux Avens,14826,374,328,3,46,0.123,9,0.024,NA,NA,NA,NA,NA,NA,NA,NA,185,100.76,131.04,4.3620,44.4458,0.099
N Central,France,Languedoc,4,Holocene,NA,5,Dourgne,9,Dourgne 9,9676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,171,0,19,1.000,189,92.10,99.30,2.0522,43.5115,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Final Magdalenian,26,Ebbou,C1,Ebbou C1,15328,313,260,5,53,0.169,15,0.048,NA,NA,NA,NA,NA,NA,NA,NA,104,95.14,125.26,4.4167,44.3833,0.121
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,71,El Pirulejo   ,4,El Pirulejo 4,17336,7562,2030,NA,253,0.033,85,0.011,10,0.001,0.375,6428,247,6175,6,0.038,568,76.79,82.17,-4.1838,37.4342,0.022
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,71,El Pirulejo,4-Mar,El Pirulejo 4-Mar,NA,10527,4791,NA,393,0.037,162,0.015,10,0.001,0.438,11274,389,10875,10,0.035,568,76.79,82.17,-4.1838,37.4342,0.022
