subregion,country,region,period.num,period,industry,site.id,site,unit,site.unit,BP.cal.median,NISP,Rangifer,Equus,Mammuthus,Bos,Cervus,Alces.or.Megaloceros,Capra,Rupicapra,Saiga,Sus,Capreolus,Ungulate,Oryctolagus,Lepus,Lagomorph,Castor,Marmota,Vulpes.or.Alopex,Canis,Lynx,Felis,Panthera,Meles,Crocuta,Gulo,Lutra,Martes,Mustela,Ursus,Carnivore,Rodentia.small,Insectivora,Phocidae,bird,reptile,turtle,fish,terrestrial.shell,marine.shell,shell.sp,Ident.fraction,large.herbivore,,small.herbivore,carnivore,lg.herbivore.index,shannon,shannon.mammal,simpson,simpson.mammal,elevation,distcoast.modern,distcoast.contemp,latitude,longitude,invsimpson.mammal,invsimpson
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M1,Arene Candide M1,11577,927,0,0,0,0,317,7,54,2,0,62,60,0,0,59,0,0,0,18,5,1,12,0,1,0,0,0,8,0,82,0,34,22,0,0,0,0,0,0,0,0,0.8,502,,59,127,0.8948,1.9697,1.9697,0.7772,0.7772,103,0.38,1.49,44.1618,8.3264,4.49,4.49
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M2,Arene Candide M2,12746,1915,0,0,0,1,779,4,77,6,0,218,195,0,0,79,0,1,4,29,10,0,17,0,4,0,0,0,14,1,53,0,39,38,0,0,0,0,0,0,0,0,0.82,1280,,84,128,0.9384,1.7540,1.7540,0.7108,0.7108,103,0.38,1.49,44.1618,8.3264,3.46,3.46
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M3,Arene Candide M3,13624,1623,0,0,0,0,697,3,54,7,0,178,156,0,0,100,0,0,0,11,4,2,21,0,1,0,2,0,7,0,24,0,16,37,0,0,0,0,0,0,0,0,0.81,1095,,100,72,0.9163,1.6304,1.6304,0.6800,0.6800,103,0.38,1.49,44.1618,8.3264,3.12,3.12
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M4,Arene Candide M4,13624,822,0,0,0,0,321,0,29,3,0,146,95,0,0,36,0,0,2,7,6,3,4,0,3,0,0,0,4,3,11,0,8,12,0,0,0,0,0,0,0,0,0.84,594,,38,41,0.9399,1.6891,1.6891,0.7168,0.7168,103,0.38,1.49,44.1618,8.3264,3.53,3.53
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,51,Arene Candide,M5,Arene Candide M5,NA,1451,0,0,0,4,354,3,140,4,0,83,67,0,0,106,0,0,4,14,10,16,6,0,2,0,0,0,6,5,13,0,3,6,0,0,0,0,0,0,0,0,0.58,655,,110,72,0.8562,1.8765,1.8765,0.7646,0.7646,103,0.38,1.49,44.1618,8.3264,4.25,4.25
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P1,Arene Candide P1,20323,160,0,0,0,0,14,1,28,4,0,1,0,0,29,15,0,0,1,2,0,19,1,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0.77,48,,45,25,0.5161,2.0412,2.0412,0.8373,0.8373,103,0.38,1.85,44.1618,8.3264,6.15,6.15
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P10,Arene Candide P10,NA,131,0,0,0,2,5,0,30,0,0,1,1,0,0,7,0,0,0,1,1,2,3,4,0,0,0,0,11,3,1,0,0,1,0,0,0,0,0,0,0,0,0.56,39,,7,26,0.8478,2.0303,2.0303,0.7855,0.7855,103,0.38,1.85,44.1618,8.3264,4.66,4.66
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P11,Arene Candide P11,NA,80,0,0,0,2,6,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0.58,14,,1,31,0.9333,1.4252,1.4252,0.6210,0.6210,103,0.38,1.85,44.1618,8.3264,2.64,2.64
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P12,Arene Candide P12,27676,91,0,0,0,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,13,,1,9,0.9286,1.5524,1.5524,0.7524,0.7524,103,0.38,1.85,44.1618,8.3264,4.04,4.04
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P13,Arene Candide P13,NA,42,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0.45,6,,2,10,0.7500,1.9275,1.9275,0.8366,0.8366,103,0.38,1.85,44.1618,8.3264,6.12,6.12
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P2,Arene Candide P2,NA,102,0,0,0,2,23,1,12,0,0,1,0,0,26,2,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.78,39,,28,13,0.5821,1.7096,1.7096,0.7744,0.7744,103,0.38,1.85,44.1618,8.3264,4.43,4.43
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P3,Arene Candide P3,22868,156,0,0,0,1,19,1,64,0,0,0,1,0,24,4,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.81,86,,28,12,0.7544,1.4625,1.4625,0.6764,0.6764,103,0.38,1.85,44.1618,8.3264,3.09,3.09
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P4,Arene Candide P4,22740,465,0,0,0,3,11,1,200,0,0,0,3,0,41,19,0,0,2,4,0,14,0,0,0,0,0,0,2,21,0,0,0,1,0,0,0,0,0,0,0,0,0.69,218,,62,41,0.7786,1.3956,1.3956,0.5868,0.5868,103,0.38,1.85,44.1618,8.3264,2.42,2.42
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P5,Arene Candide P5,NA,424,0,0,0,2,10,1,142,2,0,4,26,0,17,9,0,0,0,3,0,5,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0.56,187,,26,24,0.8779,1.5083,1.5083,0.6182,0.6182,103,0.38,1.85,44.1618,8.3264,2.62,2.62
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P6,Arene Candide P6,NA,104,0,0,0,3,8,2,27,0,0,1,2,0,12,11,0,0,0,3,0,7,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0.85,43,,23,22,0.6515,2.0999,2.0999,0.8401,0.8401,103,0.38,1.85,44.1618,8.3264,6.26,6.26
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P7,Arene Candide P7,23346,399,0,0,5,29,14,26,106,0,0,1,8,0,6,42,0,0,2,8,3,29,1,0,0,0,0,0,2,72,1,0,0,1,0,0,0,0,0,0,0,0,0.89,189,,50,116,0.7908,2.1268,2.1268,0.8347,0.8347,103,0.38,1.85,44.1618,8.3264,6.05,6.05
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P8,Arene Candide P8,23580,103,0,0,0,3,5,8,24,0,0,1,1,0,1,9,0,0,0,6,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.67,42,,10,17,0.8077,2.0084,2.0084,0.8204,0.8204,103,0.38,1.85,44.1618,8.3264,5.57,5.57
Northeast,Italy,NW Italy,1,LGM,Upper Paleolithic,51,Arene Candide,P9,Arene Candide P9,24638,359,0,0,0,7,13,6,29,0,0,1,0,0,2,35,0,0,2,22,1,33,0,1,1,0,0,0,12,75,1,0,0,4,0,0,0,0,0,0,0,0,0.68,56,,39,146,0.5895,2.1333,2.1333,0.8386,0.8386,103,0.38,1.85,44.1618,8.3264,6.19,6.19
N Central,France,Languedoc,1,LGM,Middle Magdalenian,14,Bois des Brousses,1A,Bois des Brousses 1A,19112,430,0,0,0,0,1,0,3,0,0,1,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0.03,5,,9,1,0.3571,NA,1.4878,NA,0.7111,66,30.78,85.85,43.6833,3.5833,3.46,NA
N Central,France,Languedoc,1,LGM,Middle Magdalenian,14,Bois des Brousses,2B,Bois des Brousses 2B,19347,1230,0,0,0,0,1,0,2,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0.02,3,,16,1,0.1579,NA,0.8954,NA,0.4200,66,30.78,85.85,43.6833,3.5833,1.72,NA
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,1d,Cala 1d,NA,158,0,0,0,2,91,0,0,12,0,6,40,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151,,5,2,0.9679,1.2054,1.2054,0.5957,0.5957,14,0.03,3.66,40.0006,15.3811,2.47,2.47
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,1m,Cala 1m,30373,246,0,0,0,2,151,0,5,16,0,11,47,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232,,14,0,0.9431,1.2139,1.2139,0.5768,0.5768,14,0.03,3.66,40.0006,15.3811,2.36,2.36
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,2,Cala 2,NA,375,0,0,0,5,288,0,7,10,0,16,41,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,367,,6,2,0.9839,0.9056,0.9056,0.3949,0.3949,14,0.03,3.66,40.0006,15.3811,1.65,1.65
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,3d,Cala 3d,30770,559,0,0,0,0,446,0,9,58,0,6,32,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,551,,1,7,0.9982,0.7655,0.7655,0.3489,0.3489,14,0.03,3.66,40.0006,15.3811,1.54,1.54
Southeast,Italy,S Italy,1,LGM,Early Gravettian,54,Cala,3m,Cala 3m,NA,150,0,0,0,5,119,0,0,11,0,5,7,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,,2,1,0.9866,0.8360,0.8360,0.3606,0.3606,14,0.03,3.66,40.0006,15.3811,1.56,1.56
N Central,France,Provence,4,Holocene,Mesolithic,32,Charasse 2,4-3,Charasse 2 4-3,NA,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2,,0,1,1.0000,1.0986,1.0986,0.6667,0.6667,289,87.5,92.65,44.2176,5.138,3.00,3.00
N Central,France,Provence,4,Holocene,Mesolithic,40,Châteauneuf-les-Martigues,8-7,Châteauneuf-les-Martigues 8-7,8306,3555,0,0,0,16,50,0,0,0,0,11,0,0,NA,NA,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0.02,77,,NA,3,NA,NA,NA,NA,NA,48,2.16,3.77,43.3,5.4,NA,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,16,Chazelles,NA,Chazelles,10770,7926,0,1,0,1,1,0,1,0,0,1,0,0,214,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,5,,215,3,0.0227,0.2578,0.2578,0.0789,0.0789,171,84.54,104.23,44.316,4.218,1.09,1.09
N Central,France,Provence,3,End Glacial,Epipaleolithic,30,Chinchon 1,10-9,Chinchon 1 10-9,NA,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,4,,0,0,1.0000,1.3863,1.3863,0.7500,0.7500,155,56.08,66.79,43.93,5.1,4.00,4.00
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,30,Chinchon 1,12-11,Chinchon 1 12-11,NA,90,1,1,0,0,2,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,7,,3,1,0.7000,2.2719,2.2719,0.8926,0.8926,155,56.08,71.94,43.93,5.1,9.31,9.31
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,30,Chinchon 1,13,Chinchon 1 13,NA,27,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,4,,0,1,1.0000,1.6094,1.6094,0.8000,0.8000,155,56.08,71.94,43.93,5.1,5.00,5.00
N Central,France,Provence,2,Late Pleniglacial,Tardigravettian,30,Chinchon 1,16-15,Chinchon 1 16-15,14314,596,1,6,0,0,1,0,2,0,1,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,13,,4,1,0.7647,1.9080,1.9080,0.8086,0.8086,155,56.08,71.94,43.93,5.1,5.23,5.23
N Central,France,Provence,2,Late Pleniglacial,Tardigravettian,30,Chinchon 1,17,Chinchon 1 17,NA,107,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4,,2,0,0.6667,1.5607,1.5607,0.7778,0.7778,155,56.08,71.94,43.93,5.1,4.50,4.50
N Central,France,Provence,2,Late Pleniglacial,Tardigravettian,30,Chinchon 1,18,Chinchon 1 18,NA,237,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2,,5,0,0.2857,0.7963,0.7963,0.4490,0.4490,155,56.08,71.94,43.93,5.1,1.81,1.81
N Central,France,Provence,4,Holocene,Mesolithic,31,Chinchon 2,NA,Chinchon 2,NA,40,0,0,0,3,1,0,0,0,0,2,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.38,7,,7,1,0.5000,NA,1.6792,NA,0.7644,155,56.08,60.67,43.93,5.1,4.25,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,46,Clusantin,4,Clusantin 4,15684,27160,0,0,0,0,6,2,6,2,0,2,0,26,0,1,0,0,470,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0.02,44,,471,4,0.0854,0.4881,0.4647,0.1834,0.1771,655,59.92,150.92,46.2941,12.9422,1.22,1.22
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,18,Colombier II,A-B,Colombier II A-B,12884,70,0,0,0,1,4,1,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,18,,1,0,0.9474,1.4407,1.4407,0.6648,0.6648,227,90.99,110.68,44.3485,4.3973,2.98,2.98
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,18,Colombier II,C,Colombier II C,13062,1649,0,0,0,0,3,1,6,1,0,0,1,0,NA,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12,,NA,0,NA,NA,NA,NA,NA,227,90.99,110.68,44.3485,4.3973,NA,NA
N Central,France,Languedoc,2,Late Pleniglacial,Upper Magdalenian/ Upper Salpetrian,18,Colombier II,D,Colombier II D,15903,66,0,1,0,0,1,0,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4,,NA,0,NA,NA,NA,NA,NA,227,90.99,121.13,44.3485,4.3973,NA,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,35,Combe-Buisson,4-3,Combe-Buisson 4-3,NA,14,0,0,0,1,2,0,3,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.57,6,,NA,2,NA,NA,NA,NA,NA,552,47.68,51.96,43.81,5.26,NA,NA
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,36,Combette,2,Combette 2,NA,15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,,1,0,0.6667,1.0986,1.0986,0.6667,0.6667,299,47.97,59.83,43.7935,5.3358,3.00,3.00
N Central,France,Provence,2,Late Pleniglacial,Upper Magdalenian,36,Combette,3,Combette 3,NA,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,2,,2,0,0.5000,1.3863,1.3863,0.7500,0.7500,299,47.97,59.83,43.7935,5.3358,4.00,4.00
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,10 inf.,Cornille 10 inf.,12136,43,0,18,0,12,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,40,,0,0,1.0000,1.1484,1.1484,0.6563,0.6563,33,12.54,23.65,43.5449,4.96,2.91,2.91
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,10 sup.,Cornille 10 sup.,12491,33,0,9,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,31,,0,0,1.0000,1.0463,1.0463,0.6306,0.6306,33,12.54,23.65,43.5449,4.96,2.71,2.71
N Central,France,Provence,3,End Glacial,Epipaleolithic,27,Cornille,11,Cornille 11,NA,12,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,,0,0,1.0000,0.8877,0.8877,0.5417,0.5417,33,12.54,23.65,43.5449,4.96,2.18,2.18
